city,code,Median weekly household income,lon,All private dwellings,Average people per household,lat,Median monthly mortgage repayments,Median weekly rent,Average motor vehicles per dwelling
Oxford Falls,13106,2250,151.248218,51,3,-33.730197,4117,600,2.5
Adamstown Heights,10017,1770,151.717695,2074,2.7,-32.950984,2008,395,1.9
Beacon Hill,10238,2369,151.261272,2403,3.2,-33.752406,2900,736,2.1
Dover Heights,11284,3031,151.280416,1427,3,-33.874405,4000,725,1.9
Booral (NSW),10496,1406,152.001752,172,2.6,-32.479751,2134,250,2.3
Bilgola Beach,10350,3277,151.3279,130,2.5,-33.6435,3467,912,1.9
Piallaway,13196,1149,150.581385,72,2.4,-31.158508,1083,25,2.4
Brownsville,10612,875,150.806211,270,2,-34.485644,1649,265,1.5
Fernbank Creek,11505,1321,152.840297,47,2.9,-31.423221,2084,221,2.5
Kendall,12096,1061,152.705558,443,2.7,-31.632032,1430,311,1.9
Lakelands (NSW),12256,1939,151.650876,518,2.8,-32.961483,2100,380,2.2
Lord Howe Island,12387,1397,159.081217,202,2.2,-31.55247,1867,220,1.1
West Wiangaree,14254,1199,152.952066,53,2.3,-28.542136,2080,170,2.2
Wakool,14090,871,144.395693,176,2.2,-35.470616,575,100,2.1
Wallabi Point,14099,1581,152.569413,280,2.7,-31.9962,1733,350,1.9
Ulmarra,14004,818,153.233256,347,2.4,-29.48726,1083,200,1.9
Kiama,12116,1306,150.794731,3558,2.3,-34.737647,1989,388,1.7
Minchinbury,12633,2002,150.813667,1709,3.5,-33.781673,2156,420,2.2
Unanderra,14008,950,150.845093,2285,2.4,-34.454624,1707,217,1.5
Brighton-le-Sands,10569,1367,151.155362,3953,2.3,-33.960538,2167,435,1.4
Edmondson Park,11383,2275,150.851,671,3.7,-33.9641,2643,560,2.1
Collarenebri,10969,907,148.576548,357,2.5,-29.54581,479,132,1.4
Duffys Forest,11301,3274,151.199879,154,3.4,-33.676775,5000,625,2.7
Murwillumbah,12866,957,153.400759,3043,2.4,-28.32897,1603,280,1.6
Sackville North,13459,1968,150.926902,113,2.9,-33.489441,2500,333,2.9
Kew (NSW),12109,1025,152.722927,469,2.5,-31.634853,1517,300,1.9
Orange,13092,1275,150.393835,16530,2.5,-30.969686,1625,270,1.7
Tingha,13874,854,151.212232,361,2.7,-29.955586,867,155,1.8
Figtree,11515,1581,150.861241,4347,2.8,-34.435686,2058,350,1.9
Mount Saint Thomas,12791,1479,150.87392,612,2.6,-34.442905,1950,225,1.7
Merungle Hill,12590,1211,146.427404,112,2.8,-34.585995,1300,0,2.6
Whiteman Creek,14277,1125,152.86387,63,2.6,-29.584552,1164,0,2.4
Ivanhoe (NSW),11991,1305,144.300441,170,2.3,-32.899777,758,40,2.5
Black Head,10384,990,152.543811,567,2,-32.070894,1642,300,1.6
McCullys Gap,12540,1762,150.978704,90,3,-32.202913,2500,200,2.7
Emu Heights (NSW),11417,2080,150.650321,1119,3.1,-33.735636,2000,415,2.1
Jilliby,12027,2161,151.349661,542,3.4,-33.235928,2273,345,2.8
Stanford Merthyr,13647,1091,151.493709,242,2.3,-32.825065,1408,270,1.9
Buttaba,10723,1435,151.571937,446,2.6,-33.050936,1961,340,2
Thalgarrah,13810,1428,151.850631,92,2.3,-30.447361,1000,110,2.2
Shanes Park,13524,1708,150.783287,139,3,-33.711305,2167,360,2.8
Hoskinstown,11944,2333,149.449817,81,2.8,-35.413703,2009,350,2.7
Binda,10363,944,146.479353,169,2.3,-31.940261,1300,25,2.3
West Hoxton,14246,2171,150.839967,2722,3.8,-33.922272,2244,501,2.4
Balgowlah Heights,10154,3726,151.257401,1117,3.2,-33.800553,4292,1100,2
Hat Head,11869,792,153.049963,318,2,-31.054491,1550,230,1.7
Penshurst (NSW),13186,1591,151.086744,4820,2.8,-33.963346,2000,400,1.4
Dorroughby,11280,1140,153.354936,66,2.3,-28.661713,1777,253,1.8
Burrawang,10708,1375,150.518264,197,2.3,-34.593302,2759,400,2
Botany,10517,2028,151.225013,4128,2.8,-33.966245,2600,520,1.7
Woolbrook,14400,900,151.342556,70,2.6,-30.944911,725,0,2.1
Cams Wharf,10784,1524,151.621585,59,2.3,-33.127824,1400,320,1.8
Uranquinty,14055,1426,147.243051,348,2.6,-35.194776,1300,265,2.1
Nelligen,12920,1033,150.141482,210,2.1,-35.647438,1300,320,2.2
Jindabyne,12030,1450,148.618871,2034,2.4,-36.415074,1590,313,2
Bungowannah,10686,1791,146.727509,63,2.8,-36.005507,900,160,2.5
Hargraves,11854,674,149.465034,180,2.3,-32.78886,993,150,2
Dooralong,11276,1724,151.350215,107,2.7,-33.189384,2817,250,2.5
Sanctuary Point,13472,857,150.626941,4169,2.3,-35.104131,1300,280,1.6
Otford,13101,2428,151.003235,141,3,-34.213259,2383,490,2
Kings Point,12153,1076,150.437164,289,2.5,-35.372521,1339,330,1.9
Chatsworth (NSW),10894,1260,153.24861,75,2.5,-29.379238,1645,255,1.9
Cargo,10813,1433,148.808929,240,2.6,-33.423633,1500,155,2.2
Minto,12642,1383,150.871353,4204,3.1,-34.037543,2000,325,1.7
Annangrove,10062,2484,150.943505,415,3.6,-33.657772,2900,500,3.1
Berrilee,10319,2143,151.095573,69,3.3,-33.61497,2550,300,2.8
Kempsey,12095,712,152.704273,258,2,-30.989117,997,213,1.2
Pambula,13140,843,149.862176,443,2.2,-36.943447,1300,255,1.6
Berrigan,10318,880,145.812641,645,2.1,-35.65743,867,134,1.8
Kundle Kundle,12211,1270,152.507064,72,2.8,-31.84893,1495,310,2.2
Teven,13807,1645,153.488943,102,2.7,-28.810482,2167,275,2.4
Parkville (NSW),13154,1399,150.865404,123,2.6,-31.981159,1679,250,2
Caniaba,10790,1645,153.206732,231,2.9,-28.835685,1795,213,2.3
Daceyville,11185,498,151.22513,621,1.9,-33.928043,2550,130,0.9
Geneva,11599,988,152.982293,318,2.3,-28.620581,1430,250,1.7
Bolton Point,10449,1009,151.610354,868,2.5,-33.000417,1517,225,1.6
Canyonleigh,10799,1312,150.118763,197,2.6,-34.588633,2115,200,2.5
Scotts Head,13508,969,152.992724,581,2.2,-30.746665,1209,275,1.6
Caringbah,10815,1568,151.123102,5272,2.3,-34.04316,2208,430,1.5
Quirindi,13301,1052,150.680052,1585,2.3,-31.508146,1200,205,1.8
Belbora,10256,949,152.157652,64,2,-32.003282,1600,220,2
Moobi,12688,2031,150.794116,52,2.4,-32.077726,2034,205,2.3
Teralba,13793,1133,151.605035,648,2.5,-32.963727,1538,255,1.8
Cardiff (NSW),10809,1231,151.659343,2495,2.4,-32.939705,1690,340,1.7
Currawarna,11178,1392,147.073075,79,2.4,-35.015097,1103,200,2
Tarlo,13767,1781,149.806454,86,2.2,-34.603183,2084,191,2.2
Gulmarrad,11795,1135,153.233256,631,2.7,-29.48726,1517,365,2.1
Jerilderie,12014,1110,145.72928,539,2.2,-35.356448,789,130,1.8
Batlow,10232,928,148.144623,653,2.2,-35.522019,1001,150,1.8
Buxton (NSW),10726,1787,150.533907,688,3.1,-34.254368,1950,363,2.3
Somersby,13571,1659,151.291053,387,2.8,-33.360992,2427,240,2.9
Ulamambri,14001,1147,149.384556,92,2.6,-31.332232,867,0,2.5
Hornsby,11936,1696,151.095503,9100,2.6,-33.670086,2150,455,1.3
Yetholme,14513,1541,149.816693,106,2.5,-33.449583,1400,200,2.2
Pymble,13281,3090,151.126038,3827,3.1,-33.760383,3100,660,2
Yarrowyck,14492,833,151.313513,70,2.3,-30.465485,1159,100,2.2
Lorne (NSW),12390,1093,152.591668,118,2.5,-31.657555,1151,185,2.2
Lilli Pilli (Eurobodalla - NSW),12321,1260,150.2226,420,2.3,-35.7722,1400,330,1.9
Dee Why,11227,1716,151.28554,10018,2.3,-33.753451,2167,500,1.4
Tirrannaville,13883,1575,149.680847,113,2.5,-34.822261,1800,180,2.1
